uniprot_id	gene_symbol	hein2024_component	hein2024_gt_component	itzhak2016_component
Q99805	TM9SF2	trans-Golgi network	Golgi apparatus	
Q9HD45	TM9SF3	Golgi apparatus	Golgi apparatus	
Q92544	TM9SF4	Golgi apparatus	Golgi apparatus	
Q9Y2S6	TMA7	Nucleus		
P55061	TMBIM6	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O94876	TMCC1	Endoplasmic reticulum		
Q9ULS5	TMCC3	Endoplasmic reticulum		
Q9UM00	TMCO1	Endoplasmic reticulum	Endoplasmic reticulum	
Q5TGY1	TMCO4	Cytosol		
Q96DC7	TMCO6	Cytosol		
Q13445	TMED1	Endoplasmic reticulum-Golgi intermediate compartment		Endoplasmic reticulum-Golgi intermediate compartment
P49755	TMED10	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q15363	TMED2	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q9Y3Q3	TMED3	Golgi apparatus	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q7Z7H5	TMED4	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q9Y3A6	TMED5	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q9Y3B3	TMED7	Golgi apparatus		Endoplasmic reticulum-Golgi intermediate compartment
Q6PL24	TMED8	Cytosol		
Q9BVK6	TMED9	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q8N9M5	TMEM102	Cytosol		
Q9NUM4	TMEM106B	Early endosome		
Q9BVX2	TMEM106C	Early endosome		
Q9BVC6	TMEM109	Endoplasmic reticulum	Endoplasmic reticulum	
P17152	TMEM11	Mitochondrion		
Q12893	TMEM115	Golgi apparatus		
Q9BXJ8	TMEM120A	Endoplasmic reticulum		
A0PK00	TMEM120B	Endoplasmic reticulum		
Q9H061	TMEM126A	Mitochondrion	Mitochondrion	
Q8IUX1	TMEM126B	Mitochondrion		
Q5BJH2	TMEM128	Endoplasmic reticulum		
Q92545	TMEM131	Endoplasmic reticulum	Endoplasmic reticulum	
A2VDJ0	TMEM131L	Endoplasmic reticulum		
Q24JP5	TMEM132A	Cell membrane	Cell membrane	
Q86UB9	TMEM135	Peroxisome	Peroxisome	
Q96AN5	TMEM143	Nucleus		
Q9BVK8	TMEM147	Endoplasmic reticulum		
Q9P0S9	TMEM14C	Nucleus		
Q9NX00	TMEM160	Mitochondrion		
Q9NX61	TMEM161A	Endoplasmic reticulum		
Q8NDZ6	TMEM161B	Endoplasmic reticulum		
Q5U3C3	TMEM164	Endoplasmic reticulum	Endoplasmic reticulum	
Q9HC07	TMEM165	Golgi apparatus	Golgi apparatus	
Q8TBQ9	TMEM167A	Endoplasmic reticulum		
Q9H0V1	TMEM168	Golgi apparatus		
Q9BSA9	TMEM175	Lysosome		
Q53S58	TMEM177	Mitochondrion		
Q7Z7N9	TMEM179B	Lysosome		
Q9NVA4	TMEM184C	Lysosome		
Q8IY95	TMEM192	Lysosome	Lysosome	
Q8N511	TMEM199	Endoplasmic reticulum	Endoplasmic reticulum	
Q5SNT2	TMEM201	Endoplasmic reticulum	Nucleus	
Q6UW68	TMEM205	Endoplasmic reticulum	Endoplasmic reticulum	
Q96SK2	TMEM209	Endoplasmic reticulum		
Q6NUQ4	TMEM214	Endoplasmic reticulum	Endoplasmic reticulum	
Q9H0R3	TMEM222	Cell membrane		
Q96A57	TMEM230	trans-Golgi network		
Q96Q45	TMEM237	Cell membrane		
Q9NWH2	TMEM242	Mitochondrion		
Q9H330	TMEM245	Endoplasmic reticulum	Endoplasmic reticulum	
Q8N2U0	TMEM256	Nucleus		
P61165	TMEM258	Endoplasmic reticulum	Endoplasmic reticulum	
Q4ZIN3	TMEM259	Endoplasmic reticulum	Endoplasmic reticulum	
Q8WUH6	TMEM263	Endoplasmic reticulum		
Q9NV96	TMEM30A	Cell membrane		
P57088	TMEM33	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q8NCS4	TMEM35B	Endoplasmic reticulum		
Q9NVV0	TMEM38B	Endoplasmic reticulum	Endoplasmic reticulum	
Q9NV64	TMEM39A	Endoplasmic reticulum		
Q9GZU3	TMEM39B	Endoplasmic reticulum		
Q96HV5	TMEM41A	Endoplasmic reticulum		
Q5BJD5	TMEM41B	Endoplasmic reticulum		
Q9BTV4	TMEM43	Endoplasmic reticulum	Endoplasmic reticulum	
O95807	TMEM50A	Endoplasmic reticulum		
Q9NW97	TMEM51	Cell membrane		
Q9BXS4	TMEM59	trans-Golgi network		
Q0P6H9	TMEM62	Nucleus		
O94886	TMEM63A	trans-Golgi network		
Q6PI78	TMEM65	Mitochondrion		
Q96MH6	TMEM68	Endoplasmic reticulum		
Q5SWH9	TMEM69	Nucleus		
Q9BUB7	TMEM70	Mitochondrion		Mitochondrion
Q8NBN3	TMEM87A	trans-Golgi network		
Q96K49	TMEM87B	Golgi apparatus		
Q9P0T7	TMEM9	Early endosome		
Q12767	TMEM94	Cell membrane		
Q5BJF2	TMEM97	Endoplasmic reticulum	Endoplasmic reticulum	
P82094	TMF1	Golgi apparatus		
Q9NVH6	TMLHE	Mitochondrion		
P28289	TMOD1	Cytoskeleton		
Q9NZR1	TMOD2	Cytoskeleton		
Q9NYL9	TMOD3	Cytoskeleton		
P42167	TMPO	Endoplasmic reticulum		
Q6ZT21	TMPPE	Nucleus		
P63313	TMSB10	Cytosol		
P0CG34	TMSB15A	Cytosol		
Q9H8H3	TMT1A	Endoplasmic reticulum	Endoplasmic reticulum	
Q6UX53	TMT1B	Endoplasmic reticulum		
Q6ZXV5	TMTC3	Endoplasmic reticulum	Endoplasmic reticulum	
Q9BVT8	TMUB1	Endoplasmic reticulum		
Q71RG4	TMUB2	Endoplasmic reticulum		
Q9H3N1	TMX1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9Y320	TMX2	Endoplasmic reticulum	Endoplasmic reticulum	
Q96JJ7	TMX3	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9H1E5	TMX4	Endoplasmic reticulum		
Q13829	TNFAIP1	Cell membrane		
O95379	TNFAIP8	Cytosol		
O14763	TNFRSF10B	Cell membrane		
Q9UKE5	TNIK	Cell membrane		
Q15025	TNIP1	Cytosol		
Q8NFZ5	TNIP2	Cytosol		
Q9C0C2	TNKS1BP1	Stress granule		
Q92973	TNPO1	Cytosol	Stress granule	
O14787	TNPO2	Cytosol		
Q9Y5L0	TNPO3	Cytosol		
O15417	TNRC18	Nucleus		
Q8NDV7	TNRC6A	Stress granule		
Q9UPQ9	TNRC6B	Nucleolus		
Q9HCJ0	TNRC6C	Cytosol		
Q68CZ2	TNS3	Cytosol		
Q96GM8	TOE1	Nucleolus		
Q9H0E2	TOLLIP	Lysosome		
O60784	TOM1	Lysosome		
O75674	TOM1L1	Cytosol		
Q6ZVM7	TOM1L2	Cytosol	Cytosol	
Q15388	TOMM20	Mitochondrion	Mitochondrion	
Q9NS69	TOMM22	Mitochondrion	Mitochondrion	Mitochondrion
Q15785	TOMM34	Cytosol		
O96008	TOMM40	Mitochondrion	Mitochondrion	Mitochondrion
Q8N4H5	TOMM5	Mitochondrion		Mitochondrion
Q96B49	TOMM6	Mitochondrion		
Q9P0U1	TOMM7	Mitochondrion	Mitochondrion	
O94826	TOMM70	Mitochondrion	Mitochondrion	Mitochondrion
Q96HA7	TONSL	Nucleus		
P11387	TOP1	Nucleus		
Q969P6	TOP1MT	Mitochondrion		
P11388	TOP2A	Nucleus		
Q02880	TOP2B	Nucleus	Nucleus	
Q13472	TOP3A	Mitochondrion		
O95985	TOP3B	Stress granule		
Q92547	TOPBP1	Nucleus		
O14656	TOR1A	Endoplasmic reticulum	Endoplasmic reticulum	
Q5JTV8	TOR1AIP1	Endoplasmic reticulum	Nucleus	
Q9H496	TOR1AIP2	Cytosol		
O14657	TOR1B	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q5JU69	TOR2A	Endoplasmic reticulum		
Q9H497	TOR3A	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O94842	TOX4	Nucleus		
P04637	TP53	Nucleus		
Q12888	TP53BP1	Nucleus		
Q13625	TP53BP2	Cell membrane		
O14683	TP53I11	Endoplasmic reticulum		
Q53FA7	TP53I3	Cytosol	Cytosol	
Q13641	TPBG	Cell membrane		
P55327	TPD52	Early endosome		
Q16890	TPD52L1	Early endosome		
O43399	TPD52L2	Early endosome		
Q6ZTW0	TPGS1	Centrosome		
Q68CL5	TPGS2	Cytosol	Cytosol	
P60174	TPI1	Cytosol		
P09493	TPM1	Cytosol	Cytosol	
P06753	TPM3	Cytoskeleton		
P67936	TPM4	Cytosol	Cytosol	
P51580	TPMT	Cytosol		
O14773	TPP1	Lysosome	Lysosome	Lysosome
P29144	TPP2	Cytoskeleton		
O94811	TPPP	Nucleus		
P12270	TPR	Nucleus		
Q86W33	TPRA1	trans-Golgi network		
Q9Y3C4	TPRKB	Cytosol		
Q4KMQ1	TPRN	Cytoskeleton		
Q9ULW0	TPX2	Nucleus		
Q13595	TRA2A	Nucleus		
P62995	TRA2B	Nucleus		
Q9H4I3	TRABD	Mitochondrion		
Q15628	TRADD	Cytosol		
Q12933	TRAF2	Cytosol		
O43734	TRAF3IP2	Cytosol	Cytosol	
Q9BUZ4	TRAF4	Cell membrane		
Q6Q0C0	TRAF7	Cell membrane		
O14545	TRAFD1	Cytosol		
Q9BWF2	TRAIP	Nucleus		
Q15629	TRAM1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q12931	TRAP1	Mitochondrion	Mitochondrion	Mitochondrion
Q9Y5R8	TRAPPC1	trans-Golgi network		Large protein complex
P48553	TRAPPC10	Recycling endosome		Large protein complex
Q7Z392	TRAPPC11	trans-Golgi network		Large protein complex
Q8WVT3	TRAPPC12	trans-Golgi network		
A5PLN9	TRAPPC13	trans-Golgi network		Large protein complex
P0DI81	TRAPPC2	trans-Golgi network		
Q9UL33	TRAPPC2L	trans-Golgi network		Large protein complex
O43617	TRAPPC3	trans-Golgi network		Large protein complex
Q9Y296	TRAPPC4	trans-Golgi network		Large protein complex
Q8IUR0	TRAPPC5	trans-Golgi network		Large protein complex
O75865	TRAPPC6A	Golgi apparatus		
Q86SZ2	TRAPPC6B	trans-Golgi network		
Q9Y2L5	TRAPPC8	trans-Golgi network		Large protein complex
Q96Q05	TRAPPC9	trans-Golgi network		Large protein complex
O43715	TRIAP1	Mitochondrion		
O60858	TRIM13	Endoplasmic reticulum		
Q14142	TRIM14	Early endosome		
P36406	TRIM23	Cell membrane		
O15164	TRIM24	Nucleus		
Q14258	TRIM25	Stress granule	Stress granule	
P14373	TRIM27	Endoplasmic reticulum-Golgi intermediate compartment		
O75382	TRIM3	Nucleus		
Q13049	TRIM32	Golgi apparatus		
O94972	TRIM37	Cytosol	Cytosol	
Q9C037	TRIM4	Endoplasmic reticulum-Golgi intermediate compartment		
Q96DX7	TRIM44	Cytosol		
Q96LD4	TRIM47	Cytosol		
Q9C035	TRIM5	Cytosol		
Q9BRZ2	TRIM56	Stress granule		
Q8IWR1	TRIM59	Endoplasmic reticulum		
Q6PJ69	TRIM65	Cytosol		
Q6AZZ1	TRIM68	Cytosol		
O75962	TRIO	Mitochondrion		
Q9H2D6	TRIOBP	Cytoskeleton		
Q15642	TRIP10	Cell membrane		
Q15643	TRIP11	Golgi apparatus		Golgi apparatus
Q15645	TRIP13	Cytosol		
Q15650	TRIP4	Stress granule		
Q15654	TRIP6	Cytosol		
Q629K1	TRIQK	Nucleus		
Q9BQ61	TRIR	Nucleus		
Q9H3H1	TRIT1	Mitochondrion		
Q9NXH9	TRMT1	Mitochondrion		
Q8TBZ6	TRMT10A	Cytosol		
Q7L0Y3	TRMT10C	Mitochondrion		Mitochondrion
Q7Z4G4	TRMT11	Mitochondrion		
Q9NUP7	TRMT13	Cytosol		
Q7Z2T5	TRMT1L	Nucleolus		
Q8IZ69	TRMT2A	Nucleus		
Q96GJ1	TRMT2B	Mitochondrion		
Q8IYL2	TRMT44	Cytosol		
Q32P41	TRMT5	Mitochondrion		
Q9UJA5	TRMT6	Translation		
Q96FX7	TRMT61A	Cytosol		
Q9BVS5	TRMT61B	Mitochondrion		
O75648	TRMU	Mitochondrion	Golgi apparatus	
Q9NX07	TRNAU1AP	Cytosol		
Q96Q11	TRNT1	Mitochondrion		
Q12816	TRO	Stress granule		
Q12815	TROAP	Nucleus		
Q96QT4	TRPM7	Cell membrane		
Q9UHF7	TRPS1	Nucleus	Nucleus	
Q86TN4	TRPT1	Nucleus		
Q9Y4A5	TRRAP	Mitochondrion	Nucleus	
Q8WWH5	TRUB1	Mitochondrion		
O95900	TRUB2	Mitochondrion		
Q92574	TSC1	14-3-3 scaffold	Cytosol	
P49815	TSC2	14-3-3 scaffold		
Q15714	TSC22D1	Cytosol		
O75157	TSC22D2	Cytosol	Cytosol	
Q99576	TSC22D3	Cytosol	Cytosol	
Q9Y3Q8	TSC22D4	Cytosol		
Q8NCE0	TSEN2	Cytosol		
Q9BSV6	TSEN34	Cytosol		
Q7Z6J9	TSEN54	Cytosol		
P43897	TSFM	Mitochondrion	Mitochondrion	
Q99816	TSG101	Cytosol		
Q63HK5	TSHZ3	Nucleus		
Q8WUA8	TSKU	Golgi apparatus		
Q15631	TSN	Cytosol		
Q99598	TSNAX	Cytosol		
Q9H1Z9	TSPAN10	Lysosome		
O95857	TSPAN13	Cell membrane	Endoplasmic reticulum-Golgi intermediate compartment	
O60637	TSPAN3	Lysosome		
O43657	TSPAN6	Cell membrane		
P41732	TSPAN7	Cell membrane		
P30536	TSPO	Mitochondrion		
Q9H0U9	TSPYL1	Translation		
Q2NL82	TSR1	Nucleus		
Q969E8	TSR2	Cytosol		
Q9Y5U2	TSSC4	Cytosol		
Q16762	TST	Mitochondrion		Mitochondrion
Q5T7W7	TSTD2	Cytosol		
Q99614	TTC1	Endoplasmic reticulum		
Q9H892	TTC12	Cytosol		
Q8NBP0	TTC13	Endoplasmic reticulum	Endoplasmic reticulum	
Q96N46	TTC14	Nucleus	Nucleus	
Q96AE7	TTC17	Endoplasmic reticulum	Endoplasmic reticulum	
Q6DKK2	TTC19	Mitochondrion		
Q7Z4L5	TTC21B	Cell membrane		
Q6P3X3	TTC27	Cytosol		
Q96AY4	TTC28	Cytosol		
P53804	TTC3	Stress granule		
Q5R3I4	TTC38	Cytosol		
Q5SRH9	TTC39A	Cytosol		
Q8N584	TTC39C	Cytosol		
O95801	TTC4	Cytosol		
Q9ULT0	TTC7A	Cell membrane		
Q86TV6	TTC7B	Cell membrane		
Q8TAM2	TTC8	Cytosol		
Q8N5M4	TTC9C	Cytosol		
Q15361	TTF1	Nucleolus	Nucleus	
Q9UNY4	TTF2	Endoplasmic reticulum		
O43156	TTI1	Cytosol		
Q6NXR4	TTI2	Cytosol		
P33981	TTK	Nucleus		
Q8NG68	TTL	Cytosol	Cytosol	
Q14166	TTLL12	Cytosol		
Q14679	TTLL4	Cytosol		
Q9BTX7	TTPAL	Cytosol		
Q9C0H2	TTYH3	Lysosome		
P50607	TUB	Cell membrane		
Q71U36	TUBA1A	Cytosol		
P68363	TUBA1B	Cytosol		Large protein complex
Q9BQE3	TUBA1C	Cytosol		Large protein complex
P68366	TUBA4A	Cytosol		Large protein complex
P07437	TUBB	Cytosol		Large protein complex
Q13885	TUBB2A	Cytosol		
Q9BVA1	TUBB2B	Cytosol		
Q13509	TUBB3	Cytosol		
P04350	TUBB4A	Cytosol		
Q9BUF5	TUBB6	Cytosol		Large protein complex
Q3ZCM7	TUBB8	Cytosol		Large protein complex
Q9UJT0	TUBE1	Nucleus		
Q96RT8	TUBGCP5	Cytoskeleton	Centrosome	
Q96RT7	TUBGCP6	Cytoskeleton	Centrosome	
P49411	TUFM	Mitochondrion		
Q2TAM9	TUSC1	Cytosol		
Q5VYS8	TUT7	Translation		
Q96ET8	TVP23C	trans-Golgi network		
Q12792	TWF1	Cytoskeleton		
Q6IBS0	TWF2	Cytoskeleton		
Q96RR1	TWNK	Mitochondrion		
Q9GZX9	TWSG1	Endoplasmic reticulum		
P40222	TXLNA	Stress granule		
Q9NUQ3	TXLNG	Stress granule		
P10599	TXN	Cytosol		
Q99757	TXN2	Mitochondrion	Mitochondrion	
Q6PKC3	TXNDC11	Endoplasmic reticulum		
O95881	TXNDC12	Endoplasmic reticulum		Endoplasmic reticulum
Q96J42	TXNDC15	Endoplasmic reticulum	Endoplasmic reticulum	
Q9P2K2	TXNDC16	Endoplasmic reticulum		
Q9BRA2	TXNDC17	Cytosol		
Q8NBS9	TXNDC5	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O14530	TXNDC9	Cytosol		
O43396	TXNL1	Proteasome		
P83876	TXNL4A	Nucleolus		
Q16881	TXNRD1	Cytosol		
Q9NNW7	TXNRD2	Mitochondrion		
Q86VQ6	TXNRD3	Cytosol		
P29597	TYK2	Cell membrane		
P04818	TYMS	Cytosol		
Q2T9J0	TYSND1	Peroxisome		Peroxisome
Q9NV66	TYW1	Endoplasmic reticulum	Endoplasmic reticulum	
Q6IPR3	TYW3	Cytosol		
A2RUC4	TYW5	Cytosol	Cytosol	
Q01081	U2AF1	Nucleus		
P26368	U2AF2	Nucleus		
O15042	U2SURP	Nucleus		
Q9BZF9	UACA	Cytoskeleton		
Q16222	UAP1	Cytosol		
Q3KQV9	UAP1L1	Cytosol	Cytosol	
P22314	UBA1	Cytosol		
Q9UBT2	UBA2	Cytosol		
Q8TBC4	UBA3	Cytosol		
P62987	UBA52	Nucleus		
A0AVT1	UBA6	Cytosol		
Q9BSL1	UBAC1	Cytosol		
Q8NBM4	UBAC2	Endoplasmic reticulum	Endoplasmic reticulum	
Q9NZ09	UBAP1	Cytosol	Cytosol	
Q5T6F2	UBAP2	Stress granule	Stress granule	
Q14157	UBAP2L	Stress granule	Stress granule	
O00762	UBE2C	Cytosol		
P51668	UBE2D1	Cytosol		
P61077	UBE2D3	Cytosol		
P51965	UBE2E1	Cytosol		
Q96LR5	UBE2E2	Cytosol		
Q969M7	UBE2F	Cytosol	Cytosol	
P62253	UBE2G1	Cytosol		
P60604	UBE2G2	Endoplasmic reticulum	Endoplasmic reticulum	
P62256	UBE2H	Cytosol		
P63279	UBE2I	Endoplasmic reticulum		
Q9Y385	UBE2J1	Endoplasmic reticulum	Endoplasmic reticulum	
Q8N2K1	UBE2J2	Endoplasmic reticulum		
P61086	UBE2K	Cytosol		
P68036	UBE2L3	Cytosol		
P61081	UBE2M	Cytosol		
P61088	UBE2N	Cytosol		
Q9C0C9	UBE2O	Cytosol		
Q7Z7E8	UBE2Q1	Cytosol		
Q712K3	UBE2R2	Cytosol		
Q13404	UBE2V1	Cytosol		
Q15819	UBE2V2	Cytosol		
Q05086	UBE3A	Proteasome		
Q15386	UBE3C	Proteasome		
Q7Z6J8	UBE3D	Cytosol	Cytosol	
Q14139	UBE4A	Endoplasmic reticulum		
O95155	UBE4B	Cytosol		
O14562	UBFD1	Proteasome		
Q9Y5Z9	UBIAD1	Golgi apparatus	Golgi apparatus	
P11441	UBL4A	Early endosome		
Q9BZL1	UBL5	Nucleus		
Q96S82	UBL7	Cytosol		
Q8WVY7	UBLCP1	Proteasome		
Q9NPG3	UBN1	Nucleus	Nucleus	
Q6ZU65	UBN2	Nucleus	Nucleus	
Q9NZI7	UBP1	Endoplasmic reticulum		
Q9UMX0	UBQLN1	Cytosol		
Q9UHD9	UBQLN2	Proteasome		
Q9NRR5	UBQLN4	Endoplasmic reticulum		
Q8IWV7	UBR1	Cytosol		
Q8IWV8	UBR2	Cytosol		
Q6ZT12	UBR3	Cytosol		
Q5T4S7	UBR4	Cytosol		
Q8N806	UBR7	Proteasome	Cytosol	
Q8WUN7	UBTD2	Cell membrane		
P17480	UBTF	Nucleus		
Q04323	UBXN1	Cytosol		
Q14CS0	UBXN2B	Cytosol	Cytosol	
Q92575	UBXN4	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9BZV1	UBXN6	Cytosol		
O00124	UBXN8	Endoplasmic reticulum		
P09936	UCHL1	Cytosol		
P15374	UCHL3	Cytosol		
Q9Y5K5	UCHL5	Proteasome		
Q9HA47	UCK1	Cytosol	Cytosol	
Q9BZX2	UCK2	Cytosol		
Q9NWZ5	UCKL1	Cytosol		
Q8IX04	UEVLD	Cytosol	Cytosol	
Q9Y3C8	UFC1	Cytosol		
O94874	UFL1	Endoplasmic reticulum	Endoplasmic reticulum	
P61960	UFM1	Cytosol		
Q9NUQ7	UFSP2	Endoplasmic reticulum	Endoplasmic reticulum	
O60701	UGDH	Cytosol		
Q9NYU2	UGGT1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9NYU1	UGGT2	Endoplasmic reticulum		
Q16851	UGP2	Cytosol		
Q16880	UGT8	Endoplasmic reticulum	Endoplasmic reticulum	
Q96T88	UHRF1	Nucleus		
Q96PU4	UHRF2	Nucleus	Nucleus	
Q9BZM5	ULBP2	Cell membrane		
Q9BZM4	ULBP3	Cell membrane		
O75385	ULK1	Cytosol		
Q6PHR2	ULK3	Cytosol		
C9J7I0	UMAD1	Cytosol		
P11172	UMPS	Cytosol		
Q13432	UNC119	Cytosol		
Q9H3U1	UNC45A	Cytosol		
Q53HI1	UNC50	Golgi apparatus		
Q8IZJ1	UNC5B	Cell membrane		
O95185	UNC5C	Cell membrane		
Q9H1C4	UNC93B1	Endoplasmic reticulum		
P13051	UNG	Nucleus		
Q9C0B0	UNK	Stress granule		
Q9H9P5	UNKL	Stress granule		
Q92900	UPF1	Stress granule	P-body	
Q9HAU5	UPF2	Stress granule		
Q9BZI7	UPF3B	Nucleus		
Q96BW1	UPRT	Cytosol		
Q9NVA1	UQCC1	Mitochondrion	Mitochondrion	
Q9BRT2	UQCC2	Mitochondrion		
Q6UW78	UQCC3	Mitochondrion		
Q4G0I0	UQCC4	Mitochondrion		
Q8WVI0	UQCC5	Mitochondrion		
Q69YU5	UQCC6	Mitochondrion		
Q9UDW1	UQCR10	Mitochondrion	Mitochondrion	
O14957	UQCR11	Mitochondrion		
P14927	UQCRB	Mitochondrion		Mitochondrion
P31930	UQCRC1	Mitochondrion	Mitochondrion	Mitochondrion
P22695	UQCRC2	Mitochondrion	Mitochondrion	Mitochondrion
P47985	UQCRFS1	Mitochondrion	Mitochondrion	
A0A096LP55	UQCRHL	Mitochondrion		
O14949	UQCRQ	Mitochondrion	Mitochondrion	Mitochondrion
O60287	URB1	Nucleolus	Nucleus	
Q14146	URB2	Nucleolus		
Q8TCY9	URGCP	Cytosol		
Q9BTM9	URM1	Cytosol		
P06132	UROD	Cytosol		
P10746	UROS	Cytosol	Cytosol	
Q9NZ43	USE1	Endoplasmic reticulum	Endoplasmic reticulum	
P22415	USF1	Nucleus	Nucleus	
Q15853	USF2	Nucleus		
O60763	USO1	Golgi apparatus		
O94782	USP1	Nucleus		
Q14694	USP10	Stress granule	Stress granule	
P51784	USP11	Cytosol		
O75317	USP12	Cell membrane		
Q92995	USP13	Cytosol		
P54578	USP14	Proteasome		
Q9Y4E8	USP15	Proteasome		
Q9Y5T5	USP16	Nucleolus		
O94966	USP19	Endoplasmic reticulum		
Q9Y2K6	USP20	Endoplasmic reticulum		
Q9UPU5	USP24	Cytosol		
Q9UHP3	USP25	Cytosol	Cytosol	
Q96RU2	USP28	Cytosol		
Q9Y6I4	USP3	Nucleus		
Q70CQ3	USP30	Mitochondrion		
Q8NFA0	USP32	Cytosol		
Q8TEY7	USP33	Endoplasmic reticulum		
Q70CQ2	USP34	Cytosol	Cytosol	
Q9P275	USP36	Nucleolus	Nucleus	
Q86T82	USP37	Cytosol	Cytosol	
Q8NB14	USP38	Cytosol	Cytosol	
Q53GS9	USP39	Nucleus		
Q13107	USP4	Cytosol		
Q9NVE5	USP40	Cytosol	Cytosol	
Q9H9J4	USP42	Nucleus		
P62068	USP46	Cell membrane		
Q96K76	USP47	Cytosol		
Q86UV5	USP48	Nucleus		
P45974	USP5	Cytosol		
Q70EL1	USP54	Cytoskeleton		
Q92738	USP6NL	Cell membrane		
Q93009	USP7	Nucleus		
P40818	USP8	14-3-3 scaffold		
Q93008	USP9X	Cytosol		
Q5W0Q7	USPL1	Nucleus	Nucleus	
Q9Y3A2	UTP11	Nucleolus		
Q9BVJ6	UTP14A	Nucleolus		
Q8TED0	UTP15	Nucleolus		
Q9Y5J1	UTP18	Nucleolus		
O75691	UTP20	Nucleolus		
Q9BRU9	UTP23	Nucleolus		
Q68CQ4	UTP25	Nucleolus		
Q9NQZ2	UTP3	Nucleolus		
Q969X6	UTP4	Nucleolus		
Q9NYH9	UTP6	Nucleolus		
P46939	UTRN	Cell membrane		Actin binding proteins
Q9P2Y5	UVRAG	Lysosome		
Q2YD98	UVSSA	Cytosol	Cytosol	
Q8NBZ7	UXS1	Golgi apparatus		Golgi apparatus
Q9UBK9	UXT	Translation		
Q08AM6	VAC14	Early endosome		Endosome
P63027	VAMP2	Recycling endosome		
Q15836	VAMP3	Recycling endosome		
O75379	VAMP4	trans-Golgi network		
P51809	VAMP7	Early endosome		Endosome
Q9BV40	VAMP8	Recycling endosome		Endosome
Q8TAA9	VANGL1	Cell membrane	Cell membrane	Cell membrane
Q9ULK5	VANGL2	Cell membrane		
Q9P0L0	VAPA	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O95292	VAPB	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P26640	VARS1	Cytosol		
Q5ST30	VARS2	Mitochondrion		
P50552	VASP	Cytoskeleton		
Q99536	VAT1	Early endosome		
P52735	VAV2	Cytosol		
Q9UKW4	VAV3	Nucleus		
P61758	VBP1	Cytoskeleton		
P18206	VCL	Cytosol		
Q96JH7	VCPIP1	Cytosol		
Q9H867	VCPKMT	Cytosol	Cytosol	
P21796	VDAC1	Mitochondrion	Mitochondrion	Mitochondrion
P45880	VDAC2	Mitochondrion	Mitochondrion	Mitochondrion
Q9Y277	VDAC3	Mitochondrion		Mitochondrion
Q14119	VEZF1	Nucleus		
Q9HBM0	VEZT	Endoplasmic reticulum		
Q14135	VGLL4	Cytosol		
P40337	VHL	Cytosol	Cytosol	
P08670	VIM	Cytoskeleton		
Q9H9C1	VIPAS39	Cytosol		
Q69YN4	VIRMA	Nucleus		
Q9BQB6	VKORC1	Endoplasmic reticulum	Endoplasmic reticulum	
Q3ZAQ7	VMA21	Endoplasmic reticulum		
Q96GC9	VMP1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9H270	VPS11	Lysosome		Endosome
Q96RL7	VPS13A	Mitochondrion		
Q7Z7G8	VPS13B	Golgi apparatus		
Q709C8	VPS13C	Early endosome		
Q5THJ4	VPS13D	Golgi apparatus		
Q9H269	VPS16	Lysosome		Endosome
Q9P253	VPS18	Lysosome		Endosome
Q9BRG1	VPS25	Cytosol		
O75436	VPS26A	Early endosome	Early endosome	Endosome
Q4G0F5	VPS26B	Early endosome		Endosome
O14972	VPS26C	Early endosome		
Q9UK41	VPS28	Cytosol		
Q9UBQ0	VPS29	Early endosome		Endosome
Q96AX1	VPS33A	Lysosome		Endosome
Q9H267	VPS33B	Cytosol		
Q96QK1	VPS35	Early endosome	Early endosome	Endosome
Q7Z3J2	VPS35L	Early endosome		
